date,description,amount,running_balance,currency,bank_name,account_number,sort_code,account_name
2024-11-08,TFL BUS JOURNEY,-1.76,10909.72,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-09,GYM MEMBERSHIP,-30.21,10879.51,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-09,NEIGHBOURHOOD PUB,-101.56,10777.95,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-10,VIDEO STREAMING,-8.05,10769.9,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-10,ALDI GROCERIES,-40.65,10729.25,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-12,FREELANCE CREDIT,694.64,11423.89,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-12,TFL RAIL TRAVEL,-6.45,11417.44,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-13,CONTRACT PAY,313.25,11730.69,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-13,TFL RAIL TRAVEL,-3.23,11727.46,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-14,TFL RAIL TRAVEL,-9.28,11718.18,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-15,CITY WATER,-31.92,11686.26,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-16,NEWS MEMBERSHIP,-8.56,11677.7,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-16,LIDL MARKET,-16.54,11661.16,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-16,CITY RESTAURANT,-65.75,11595.41,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-17,SAINSBURY STORE,-41.73,11553.68,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-17,CITY TAXI,-16.02,11537.66,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-18,CONTRACT PAY,381.95,11919.61,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-18,TFL RAIL TRAVEL,-6.45,11913.16,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-19,FREELANCE CREDIT,552.28,12465.44,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-19,TFL RAIL TRAVEL,-4.64,12460.8,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-20,BROADBAND SERVICE,-25.03,12435.77,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-20,TFL BUS JOURNEY,-1.76,12434.01,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-20,TFL BUS JOURNEY,-1.76,12432.25,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-21,TFL RAIL TRAVEL,-4.64,12427.61,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-22,MOBILE NETWORK,-19.36,12408.25,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-24,LIDL MARKET,-39.52,12368.73,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-25,TFL BUS JOURNEY,-1.77,12366.96,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-25,TFL BUS JOURNEY,-1.77,12365.19,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-27,CONTRACT PAY,310.19,12675.38,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-27,TFL BUS JOURNEY,-1.77,12673.61,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-27,TFL BUS JOURNEY,-1.77,12671.84,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-27,TRANSFER TO SAVINGS,-517.73,12154.11,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-28,TFL RAIL TRAVEL,-4.64,12149.47,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-29,FREELANCE CREDIT,276.23,12425.7,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-29,NEIGHBOURHOOD PUB,-15.34,12410.36,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-29,TFL RAIL TRAVEL,-3.23,12407.13,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-29,ONLINE SHOP,-61.78,12345.35,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-30,TESCO SUPERMARKET,-31.93,12313.42,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-11-30,CITY TAXI,-34.95,12278.47,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-01,HOME RENT PAYMENT,-724.6,11553.87,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-02,TFL BUS JOURNEY,-1.77,11552.1,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-02,TFL BUS JOURNEY,-1.77,11550.33,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-04,TFL RAIL TRAVEL,-3.23,11547.1,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-05,DELIVEROO TAKEAWAY,-20.39,11526.71,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-05,TFL BUS JOURNEY,-1.77,11524.94,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-05,TFL BUS JOURNEY,-1.77,11523.17,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-06,TESCO SUPERMARKET,-71.01,11452.16,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-06,TFL RAIL TRAVEL,-9.28,11442.88,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-07,NIMO ENERGY,-79.29,11363.59,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-08,DELIVEROO TAKEAWAY,-8.83,11354.76,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-09,GYM MEMBERSHIP,-30.23,11324.53,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-09,TFL BUS JOURNEY,-1.77,11322.76,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-09,TFL BUS JOURNEY,-1.77,11320.99,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-10,FREELANCE CREDIT,1113.93,12434.92,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-10,CONTRACT PAY,267.06,12701.98,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-10,VIDEO STREAMING,-8.05,12693.93,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-10,SAINSBURY STORE,-8.56,12685.37,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-10,TFL BUS JOURNEY,-1.77,12683.6,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-10,TFL BUS JOURNEY,-1.77,12681.83,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-12,TFL RAIL TRAVEL,-9.28,12672.55,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-13,TFL RAIL TRAVEL,-6.46,12666.09,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-14,ALDI GROCERIES,-37.58,12628.51,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-14,ALDI GROCERIES,-19.17,12609.34,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-14,CITY TAXI,-18.93,12590.41,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-15,CITY WATER,-31.82,12558.59,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-15,SAINSBURY STORE,-23.25,12535.34,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-16,NEWS MEMBERSHIP,-8.57,12526.77,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-17,CONTRACT PAY,939.54,13466.31,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-17,ALDI GROCERIES,-28.28,13438.03,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-17,TFL RAIL TRAVEL,-9.28,13428.75,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-18,TFL BUS JOURNEY,-1.77,13426.98,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-18,TFL BUS JOURNEY,-1.77,13425.21,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-19,CONTRACT PAY,546.77,13971.98,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-19,CONTRACT PAY,1136.65,15108.63,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-19,LOCAL CAFE,-22.44,15086.19,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-20,BROADBAND SERVICE,-26.76,15059.43,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-22,MOBILE NETWORK,-20.33,15039.1,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-22,CITY RESTAURANT,-54.16,14984.94,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-22,CITY TAXI,-24.5,14960.44,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-23,CONTRACT PAY,287.45,15247.89,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-24,TFL BUS JOURNEY,-1.77,15246.12,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-24,TFL BUS JOURNEY,-1.77,15244.35,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-25,FREELANCE CREDIT,444.9,15689.25,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-26,CLIENT INVOICE PAYMENT,800.79,16490.04,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-26,SAINSBURY STORE,-47.75,16442.29,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-26,TFL BUS JOURNEY,-1.77,16440.52,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-26,TFL BUS JOURNEY,-1.77,16438.75,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-27,FREELANCE CREDIT,1072.0,17510.75,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-27,CLIENT INVOICE PAYMENT,416.24,17926.99,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-27,LOCAL CAFE,-58.76,17868.23,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-27,TRANSFER TO SAVINGS,-349.35,17518.88,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-28,LOCAL CAFE,-16.21,17502.67,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-29,SAINSBURY STORE,-56.05,17446.62,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-30,FREELANCE CREDIT,330.08,17776.7,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-31,TFL BUS JOURNEY,-1.77,17774.93,GBP,NIMOB,46110026,93-86-07,Main Current Account
2024-12-31,TFL BUS JOURNEY,-1.77,17773.16,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-01,HOME RENT PAYMENT,-725.59,17047.57,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-01,TFL RAIL TRAVEL,-6.46,17041.11,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-03,TESCO SUPERMARKET,-26.25,17014.86,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-03,TFL BUS JOURNEY,-1.77,17013.09,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-03,TFL BUS JOURNEY,-1.77,17011.32,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-04,CITY DEPARTMENT STORE,-11.82,16999.5,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-05,TESCO SUPERMARKET,-13.37,16986.13,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-06,FREELANCE CREDIT,248.86,17234.99,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-07,NIMO ENERGY,-82.21,17152.78,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-07,TFL BUS JOURNEY,-1.77,17151.01,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-07,TFL BUS JOURNEY,-1.77,17149.24,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-09,GYM MEMBERSHIP,-30.25,17118.99,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-10,VIDEO STREAMING,-8.06,17110.93,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-10,TFL RAIL TRAVEL,-6.46,17104.47,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-11,LIDL MARKET,-34.13,17070.34,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-11,LIDL MARKET,-33.5,17036.84,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-11,NEIGHBOURHOOD PUB,-10.76,17026.08,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-11,CITY TAXI,-11.62,17014.46,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-12,CITY TAXI,-14.97,16999.49,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-12,CITY DEPARTMENT STORE,-103.04,16896.45,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-13,TFL BUS JOURNEY,-1.77,16894.68,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-13,TFL BUS JOURNEY,-1.77,16892.91,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-14,TFL RAIL TRAVEL,-6.46,16886.45,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-15,CONTRACT PAY,665.67,17552.12,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-15,CITY WATER,-33.97,17518.15,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-16,NEWS MEMBERSHIP,-8.58,17509.57,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-17,LIDL MARKET,-25.42,17484.15,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-17,DELIVEROO TAKEAWAY,-19.0,17465.15,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-18,SAINSBURY STORE,-254.48,17210.67,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-20,BROADBAND SERVICE,-23.83,17186.84,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-20,TFL BUS JOURNEY,-1.77,17185.07,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-20,TFL BUS JOURNEY,-1.77,17183.3,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-21,CLIENT INVOICE PAYMENT,189.17,17372.47,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-21,LIDL MARKET,-54.23,17318.24,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-21,TFL BUS JOURNEY,-1.77,17316.47,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-21,TFL BUS JOURNEY,-1.77,17314.7,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-22,MOBILE NETWORK,-19.85,17294.85,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-22,TFL BUS JOURNEY,-1.77,17293.08,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-22,TFL BUS JOURNEY,-1.77,17291.31,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-23,TFL RAIL TRAVEL,-3.23,17288.08,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-24,TFL RAIL TRAVEL,-9.29,17278.79,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-25,LIDL MARKET,-13.21,17265.58,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-26,CITY TAXI,-16.68,17248.9,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-27,LOCAL CAFE,-30.42,17218.48,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-28,TFL RAIL TRAVEL,-3.23,17215.25,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-29,TFL BUS JOURNEY,-1.77,17213.48,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-29,TFL BUS JOURNEY,-1.77,17211.71,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-30,TFL RAIL TRAVEL,-4.65,17207.06,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-01-31,TFL RAIL TRAVEL,-3.23,17203.83,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-01,HOME RENT PAYMENT,-726.58,16477.25,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-01,CITY DEPARTMENT STORE,-58.96,16418.29,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-02,ALDI GROCERIES,-6.77,16411.52,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-02,CITY RESTAURANT,-16.48,16395.04,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-04,TFL RAIL TRAVEL,-4.65,16390.39,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-05,CLIENT INVOICE PAYMENT,716.43,17106.82,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-05,TFL BUS JOURNEY,-1.77,17105.05,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-05,TFL BUS JOURNEY,-1.77,17103.28,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-06,FREELANCE CREDIT,778.36,17881.64,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-06,LIDL MARKET,-44.9,17836.74,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-07,NIMO ENERGY,-74.13,17762.61,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-07,TFL BUS JOURNEY,-1.77,17760.84,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-07,TFL BUS JOURNEY,-1.77,17759.07,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-07,LOCAL PHARMACY,-10.06,17749.01,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-09,GYM MEMBERSHIP,-30.28,17718.73,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-09,SAINSBURY STORE,-46.79,17671.94,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-10,VIDEO STREAMING,-8.07,17663.87,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-10,TFL RAIL TRAVEL,-3.23,17660.64,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-11,TFL RAIL TRAVEL,-6.47,17654.17,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-12,TFL BUS JOURNEY,-1.77,17652.4,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-12,TFL BUS JOURNEY,-1.77,17650.63,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-13,ALDI GROCERIES,-26.48,17624.15,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-14,ALDI GROCERIES,-11.15,17613.0,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-14,TFL BUS JOURNEY,-1.77,17611.23,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-14,TFL BUS JOURNEY,-1.77,17609.46,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-15,CITY WATER,-32.95,17576.51,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-15,CITY TAXI,-24.73,17551.78,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-15,AMAZON MARKETPLACE,-45.7,17506.08,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-16,NEWS MEMBERSHIP,-8.58,17497.5,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-16,CITY TAXI,-13.21,17484.29,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-17,TFL RAIL TRAVEL,-4.65,17479.64,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-18,FREELANCE CREDIT,259.83,17739.47,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-20,BROADBAND SERVICE,-24.61,17714.86,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-20,TFL BUS JOURNEY,-1.77,17713.09,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-20,TFL BUS JOURNEY,-1.77,17711.32,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-21,TFL RAIL TRAVEL,-3.23,17708.09,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-22,MOBILE NETWORK,-20.86,17687.23,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-22,TESCO SUPERMARKET,-25.0,17662.23,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-24,TFL BUS JOURNEY,-1.77,17660.46,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-24,TFL BUS JOURNEY,-1.77,17658.69,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-25,TFL RAIL TRAVEL,-4.65,17654.04,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-26,TFL BUS JOURNEY,-1.77,17652.27,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-26,TFL BUS JOURNEY,-1.77,17650.5,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-27,FREELANCE CREDIT,206.87,17857.37,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-27,TFL RAIL TRAVEL,-4.65,17852.72,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-27,TRANSFER TO SAVINGS,-522.2,17330.52,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-28,TFL BUS JOURNEY,-1.77,17328.75,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-02-28,TFL BUS JOURNEY,-1.77,17326.98,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-01,HOME RENT PAYMENT,-727.48,16599.5,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-01,TESCO SUPERMARKET,-19.23,16580.27,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-01,NEIGHBOURHOOD PUB,-25.88,16554.39,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-03,TESCO SUPERMARKET,-40.78,16513.61,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-03,TFL RAIL TRAVEL,-6.47,16507.14,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-05,FREELANCE CREDIT,342.12,16849.26,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-05,TFL BUS JOURNEY,-1.77,16847.49,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-05,TFL BUS JOURNEY,-1.77,16845.72,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-06,TFL BUS JOURNEY,-1.77,16843.95,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-06,TFL BUS JOURNEY,-1.77,16842.18,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-07,CLIENT INVOICE PAYMENT,260.65,17102.83,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-07,CONTRACT PAY,187.31,17290.14,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-07,NIMO ENERGY,-72.06,17218.08,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-07,TFL BUS JOURNEY,-1.77,17216.31,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-07,TFL BUS JOURNEY,-1.77,17214.54,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-09,GYM MEMBERSHIP,-30.3,17184.24,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-09,ALDI GROCERIES,-13.5,17170.74,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-09,CITY TAXI,-20.37,17150.37,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-10,CONTRACT PAY,286.65,17437.02,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-10,VIDEO STREAMING,-8.07,17428.95,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-10,TFL BUS JOURNEY,-1.77,17427.18,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-10,TFL BUS JOURNEY,-1.77,17425.41,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-11,CONTRACT PAY,125.15,17550.56,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-13,CONTRACT PAY,721.89,18272.45,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-13,TFL RAIL TRAVEL,-6.47,18265.98,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-14,CONTRACT PAY,739.06,19005.04,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-14,FREELANCE CREDIT,630.47,19635.51,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-14,SAINSBURY STORE,-62.12,19573.39,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-15,CITY WATER,-28.86,19544.53,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-16,NEWS MEMBERSHIP,-8.59,19535.94,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-16,CITY TAXI,-15.47,19520.47,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-18,TFL BUS JOURNEY,-1.77,19518.7,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-18,TFL BUS JOURNEY,-1.77,19516.93,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-19,TFL BUS JOURNEY,-1.77,19515.16,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-19,TFL BUS JOURNEY,-1.77,19513.39,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-20,BROADBAND SERVICE,-23.18,19490.21,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-21,CLIENT INVOICE PAYMENT,272.92,19763.13,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-21,TFL BUS JOURNEY,-1.77,19761.36,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-21,TFL BUS JOURNEY,-1.77,19759.59,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-21,CITY DEPARTMENT STORE,-80.49,19679.1,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-22,MOBILE NETWORK,-19.58,19659.52,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-22,TESCO SUPERMARKET,-45.23,19614.29,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-23,ALDI GROCERIES,-8.95,19605.34,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-24,CLIENT INVOICE PAYMENT,274.18,19879.52,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-24,TFL BUS JOURNEY,-1.77,19877.75,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-24,TFL BUS JOURNEY,-1.77,19875.98,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-25,TFL RAIL TRAVEL,-6.48,19869.5,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-26,TFL BUS JOURNEY,-1.77,19867.73,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-26,TFL BUS JOURNEY,-1.77,19865.96,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-26,ELECTRONICS STORE,-169.91,19696.05,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-27,TFL RAIL TRAVEL,-9.31,19686.74,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-27,TRANSFER TO SAVINGS,-560.31,19126.43,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-28,TFL BUS JOURNEY,-1.77,19124.66,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-28,TFL BUS JOURNEY,-1.77,19122.89,GBP,NIMOB,46110026,93-86-07,Main Current Account
2025-03-29,TESCO SUPERMARKET,-21.58,19101.31,GBP,NIMOB,46110026,93-86-07,Main Current Account
